;instance;arrival_pfizer;arrival_moderna;arrival_astrazeneca;capacity;first_doses_Pfizer;second_doses_Pfizer;stock_values_Pfizer;first_doses_Moderna;second_doses_Moderna;stock_values_Moderna;first_doses_Astrazeneca;second_doses_Astrazeneca;stock_values_Astrazeneca
0;1;0;0;0;7444876;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1;2;0;0;0;7444876;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2;3;0;0;0;7444876;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
3;4;0;0;0;7444876;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
4;5;0;0;0;7444876;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
5;6;0;0;0;7444876;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
6;7;0;0;0;7444876;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
7;8;0;0;0;7444876;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
8;9;0;0;0;7444876;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
9;10;0;0;0;7444876;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
10;11;0;0;0;7444876;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
11;12;0;0;9996371;7444876;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9996371,0
12;13;0;0;0;7444876;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9996371,0
13;14;0;0;0;7444876;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9996371,0
14;15;0;0;0;7444876;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9996371,0
15;16;0;0;0;7444876;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9996371,0
16;17;0;0;0;7444876;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9996371,0
